FY,Received From,Value,Party (specific),Party Group,Receipt type,Category,Subcategory,AEC
2022,Community and Public Sector Union (PSU Group),"1,097",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Holding Redlich,"1,070",Labor (QLD),Labor,Donation Received,Consultancies and Law Firms,Law Firms,🔗
2022,Evan Harris,"1,050",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Tabcorp Holdings Limited,"1,045",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Gambling Industry,🔗
2022,Shayne Neumann,"1,020",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Holding Redlich,"1,018",Labor (QLD),Labor,Donation Received,Consultancies and Law Firms,Law Firms,🔗
2022,Adrian Kennedy,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Alison Angles,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Alison McGlynn,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Alun Stevens,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Andrew Beaumont,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Andrew Bryant,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ann Nicholson,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Annabel Enraght-Moony,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Artem Yakimenko,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Barbara Woodney,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ben Appleton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Bonnibel Yee,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Bonnibel Yee,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Bonnibel Yee,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Brian McGuire,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Bruce Hawker,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Chris Brien,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Elizabeth Peadon,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Eloise Schnierer,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Eugene White,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Evan Harris,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Gary Li,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Gary Moorhead,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Gary Turner,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Gerard Cudmore,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Gerry Hansen,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mr Gordon Conroy,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Graeme Hugo,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Graham Mullane,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Graham Mullane,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Graham Mullane,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Graham Mullane,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Graham Mullane,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Graham Mullane,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Graham Webster,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Greg Clerk,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Harry Tamvakeras,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Heath Peddie,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ian Heriot,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ian Mcniven,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ian Mcniven,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ian Mcniven,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Jacki Dand,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mr James Christie,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,James McCaughey,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,James McCaughey,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Jeff Roser,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Jenny McDonald,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Jim Betts,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Jim brander,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Joanne Edwards,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Joel Deane,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Joshua Funder,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,John Scully,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,John Stratton,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Judith Casburn,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Justin Ventura,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Karen Large,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kate Hewitt,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kathryn Refshauge,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kevin Greenhatch,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kim Harding,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kim Harding,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kim Harding,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kim Harding,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kim Harding,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Lynette Russell,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Marilyn Pittard,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mark Davis,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mark Lycett,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mark Madden,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Michael Fitzsimons,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mike Reynolds,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Nick Withers,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Nick Withers,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Nick Withers,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Nick Withers,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Nicole Draisey Wellings,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Nikolaos Inglezos,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Paul Ferguson,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Paul Caporale,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mr Peter Hanlon,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mr Peter Hanlon,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Peter Osmand,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Peter Osmand,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Peter Osmand,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Rafael May,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ramesh Sathiah,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Rika Teicher,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Robert Carr,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Robert Carr,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Robert Carr,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Robert Lees,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Robert Lees,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Robert Saint,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ron and Julia Roberts,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Sanjayan Sivasubramaniam,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Sheridan Lee,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Stephen Alchin,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Stephen Curran,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Steve Lambert,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Sue Baker,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Susanna Mason,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Tim Fitzsimmons,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Tobias Reeves,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Yvette Nash,"1,012",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Benjamin Appleton,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Benjamin Appleton,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Benjamin Appleton,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Benjamin Appleton,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Don Battams,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Genief Koutsoukis,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,James Murphy,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,John Ring,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Nicholas Lorentzen,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Robert Hill,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Ronelza Brandon,"1,001",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Ann Scott,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Anthony Bellas,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Anthony McGrady,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,APPEA Limited,"1,000",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Automotive Food Metals Engineering Printing & Kindred Ind. Union,"1,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Barbara Ewers,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Benjamin Appleton,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Brett Cook,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Bruce Saunders,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,CEPU Plumbing Division Queensland Branch,"1,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Chloe Koutsoukis,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Cogent Scaffolding,"1,000",Labor (QLD),Labor,Donation Received,Developers and Property Industry,Construction/Industrial,🔗
2022,Connor Wood,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Corinne Mulholland,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Crisis&Comms Co,"1,000",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,David Fairfull,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,David Hamill,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Dean Parkin,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Debra Blumel,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Dennis Woodman,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Eleni Koutsoukis,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Elias Santillan,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Elizabeth King,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Francis O'Toole,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Galibier Partners Pty Ltd,"1,000",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,George Addison,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Gold Coast Education and Training Network Inc t/as Study Gold Coast,"1,000",Labor (QLD),Labor,Other Receipt,Education,,🔗
2022,Govstrat Pty Ltd,"1,000",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Govstrat Pty Ltd,"1,000",Labor (QLD),Labor,Donation Received,Lobbying Firms,,🔗
2022,Grace Yu,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Graham Moloney,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Helen Beazley,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Helen Borgo,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Henry Lawrence,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Ian Kemish,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Indira Salkic,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Innovation & Business Skills Australia,"1,000",Labor (QLD),Labor,Other Receipt,Manufacturing and Heavy Industry,,🔗
2022,Jake Tenkate,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Jim Ward,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,John Bird,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,John Campbell,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,John Ransley,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,John Richardson,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Julie-Ann Campbell,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Holding Redlich,"1,000",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Law Firms,🔗
2022,Karen Poulten,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Kate Flanders,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Keith Howe,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Khalid Amini,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Kuhn Corp Print Pty Ltd,"1,000",Labor (QLD),Labor,Donation Received,Services & Retail Sector,Retail & Service,🔗
2022,Kyle Beale,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Lesley Clark,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Lesley McFarlane,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Lianze Ma,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Lin Huang,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Malcolm McLean,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Manildra Group,"1,000",Labor (QLD),Labor,Other Receipt,Food and Agriculture,,🔗
2022,Martinus Rail Pty Ltd,"1,000",Labor (QLD),Labor,Other Receipt,Developers and Property Industry,Engineering,🔗
2022,Mary Maher,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Maurice Blackburn Lawyers,"1,000",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Law Firms,🔗
2022,Maurice Blackburn Lawyers,"1,000",Labor (QLD),Labor,Donation Received,Consultancies and Law Firms,Law Firms,🔗
2022,McInnes Wilson Lawyers,"1,000",Labor (QLD),Labor,Donation Received,Consultancies and Law Firms,Law Firms,🔗
2022,Meaghan Scanlon,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Mr Michael Stewart,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Milner Strategic Services,"1,000",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Mokhtiar Singh,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Mokhtiar Singh,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Najibullah Amini,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Nasir Bhulyan,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Norman Page,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Northstar Public Affairs Pty Ltd,"1,000",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Optimum Legal Solutions Pty Ltd,"1,000",Labor (QLD),Labor,Donation Received,Consultancies and Law Firms,Law Firms,🔗
2022,Paul Crust,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Peter Axelrod,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Peter Casey,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Peter Koutsoukis,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Poya Sobhanian,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,QER Pty Ltd,"1,000",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Queensland Hotels Association Union of Employers,"1,000",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,R Nolan,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Raymond Dilger,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Robert Shore,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Rodney Whannell,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Ron Baumann,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Sandhya Dutta,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,SAS Consulting Group Pty Ltd,"1,000",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Scott Grimmett,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Shantha Ragnan,"1,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Simon Tutt,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Sisi Bi,"1,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Spirits & Cocktails Australia,"1,000",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
